Fetching S&P 500 constituent list from Wikipedia...
Fetching market caps for 503 tickers (20 parallel workers)...
  100/503 tickers processed...
  200/503 tickers processed...
  300/503 tickers processed...
  400/503 tickers processed...
  500/503 tickers processed...
Universe cached to /home/runner/work/technical-analysis-stock-scanner/technical-analysis-stock-scanner/data/universe_top100.csv (100 stocks).
Downloading 1-year OHLCV for 102 tickers (universe + SPY + ^VIX)...

==================================================================
  MARKET BREADTH | STRONG BULL (70L / 30S of 100) — broad uptrend, favour longs
  REGIME GATE    | OPEN — LONG entries allowed
                 | SPY 751.99 vs 200DMA 685.71 | VIX 15.9 (limit 30)
  RS FILTER      | top 40% by 3M ∩ 6M return — 32 eligible of 100
==================================================================

── LONG UNIVERSE  (70 stocks — price > SMA200) ──
Ticker   Price   SMA50  SMA200  % vs SMA200  RSI Trend
 BRK-B  494.80  478.68  490.36          0.9 63.9     ↓
   LMT  536.44  539.00  531.63          0.9 53.3     ↑
   IBM  270.87  249.24  270.28          0.2 52.4     ↓

── SHORT UNIVERSE  (30 stocks — price < SMA200) ──
Ticker   Price   SMA50  SMA200  % vs SMA200  RSI Trend
   CRM  161.02  178.69  216.22        -25.5 35.9     ↓
  NFLX   78.03   90.09   98.78        -21.0 27.9     ↓
   ABT   89.62   90.60  113.08        -20.7 51.6     ↓
  PLTR  131.11  139.03  160.17        -18.1 43.7     ↓
  ISRG  418.40  441.88  491.36        -14.8 45.1     ↓
  MSFT  391.55  412.13  450.78        -13.1 39.4     ↓
   SYK  308.61  314.22  350.33        -11.9 50.2     ↓
   DHR  182.21  180.21  204.02        -10.7 53.9     ↓
     T   23.00   25.07   25.75        -10.7 36.9     ↓
  UBER   73.55   73.54   82.30        -10.6 54.5     ↓
  TMUS  185.02  189.66  205.77        -10.1 46.7     ↓
   TMO  475.27  477.80  525.05         -9.5 51.0     ↓
  META  597.21  622.14  655.31         -8.9 47.9     ↓
   LOW  223.52  227.82  244.19         -8.5 55.4     ↓
  BKNG  175.72  169.33  190.32         -7.7 62.4     ↓
  SPGI  433.73  423.96  468.14         -7.3 57.9     ↓
   APP  502.93  488.71  542.24         -7.2 47.0     ↓
  ORCL  189.78  186.78  204.45         -7.2 45.4     ↓
    BX  128.05  120.43  137.35         -6.8 63.0     ↓
    MA  498.50  499.26  534.62         -6.8 53.8     ↓
   DIS  101.13  102.55  107.01         -5.5 48.5     ↓
    HD  336.16  320.80  354.37         -5.1 67.1     ↓
   MCD  286.80  286.54  302.00         -5.0 58.0     ↓
   COF  199.76  189.41  208.34         -4.1 64.5     ↓
   PGR  203.55  199.56  208.92         -2.6 56.3     ↓
  TSLA  405.24  399.19  415.97         -2.6 48.5     ↓
  SCHW   93.01   90.85   94.24         -1.3 60.6     ↓
   PEP  145.91  149.44  147.46         -1.1 50.6     ↑
  GILD  126.73  131.86  127.57         -0.7 45.1     ↑
   BLK 1053.38 1039.74 1058.77         -0.5 56.1     ↓

No setups triggered today.
